Symbol,Trade DATE,NOCP
TWLO,1/25/18,26.52
TWLO,1/26/18,26.53
TWLO,1/29/18,26.39
TWLO,1/30/18,26.1
TWLO,1/31/18,26.24
TWLO,2/1/18,26.06
TWLO,2/2/18,25.55
TWLO,2/5/18,24.44
TWLO,2/6/18,24.64
TWLO,2/7/18,24.36
TWLO,2/8/18,23.91
TWLO,2/9/18,24.52
TWLO,2/12/18,25.79
TWLO,2/13/18,26.44
TWLO,2/14/18,30.72
TWLO,2/15/18,32.13
TWLO,2/16/18,33.09
TWLO,2/20/18,33.01
TWLO,2/21/18,33.06
TWLO,2/22/18,32.44
TWLO,2/23/18,33.52
TWLO,2/26/18,33.88
TWLO,2/27/18,34.44
TWLO,2/28/18,34.16
TWLO,3/1/18,34.96
TWLO,3/2/18,37.33
TWLO,3/5/18,38.23
TWLO,3/6/18,38.32
TWLO,3/7/18,39.23
TWLO,3/8/18,38.85
TWLO,3/9/18,39.51
TWLO,3/12/18,41.01
TWLO,3/13/18,39.57
TWLO,3/14/18,40.79
TWLO,3/15/18,40.78
TWLO,3/16/18,41.02
TWLO,3/19/18,40.31
TWLO,3/20/18,40.89
TWLO,3/21/18,41.3
TWLO,3/22/18,41.65
TWLO,3/23/18,39.93
TWLO,3/26/18,42.06
TWLO,3/27/18,38.73
TWLO,3/28/18,37.43
TWLO,3/29/18,38.18
TWLO,4/2/18,36.65
TWLO,4/3/18,37.32
TWLO,4/4/18,38.29
TWLO,4/5/18,38.09
TWLO,4/6/18,37.04
TWLO,4/9/18,36.87
TWLO,4/10/18,38.21
TWLO,4/11/18,38.97
TWLO,4/12/18,39.7
TWLO,4/13/18,39.21
TWLO,4/16/18,39.51
TWLO,4/17/18,41.17
TWLO,4/18/18,42.34
TWLO,4/19/18,42.11
TWLO,4/20/18,41.22
TWLO,4/23/18,41.4
TWLO,4/24/18,40.62
TWLO,4/25/18,41.28
TWLO,4/26/18,42.39
TWLO,4/27/18,41.65
TWLO,4/30/18,42.21
TWLO,5/1/18,42.55
TWLO,5/2/18,43.22
TWLO,5/3/18,43.71
TWLO,5/4/18,43.5
TWLO,5/7/18,44.09
TWLO,5/8/18,44.35
TWLO,5/9/18,52.41
TWLO,5/10/18,54.91
TWLO,5/11/18,53.58
TWLO,5/14/18,52.52
TWLO,5/15/18,53.13
TWLO,5/16/18,53.72
TWLO,5/17/18,53.73
TWLO,5/18/18,55.14
TWLO,5/21/18,55.24
TWLO,5/22/18,53.93
TWLO,5/23/18,52.54
TWLO,5/24/18,53.22
TWLO,5/25/18,53.25
TWLO,5/29/18,53.97
TWLO,5/30/18,54.03
TWLO,5/31/18,53.97
TWLO,6/1/18,57.48
TWLO,6/4/18,57.47
TWLO,6/5/18,57.48
TWLO,6/6/18,58.72
TWLO,6/7/18,56.4
TWLO,6/8/18,58.06
TWLO,6/11/18,58.12
TWLO,6/12/18,59.97
TWLO,6/13/18,59.56
TWLO,6/14/18,59
TWLO,6/15/18,59.95
TWLO,6/18/18,61.61
TWLO,6/19/18,59.8
TWLO,6/20/18,59.52
TWLO,6/21/18,56.96
TWLO,6/22/18,55.25
TWLO,6/25/18,54.47
TWLO,6/26/18,57.3
TWLO,6/27/18,54.3
TWLO,6/28/18,55.84
TWLO,6/29/18,56.02
TWLO,7/2/18,56.85
TWLO,7/3/18,56.17
TWLO,7/5/18,57
TWLO,7/6/18,58.47
TWLO,7/9/18,58.79
TWLO,7/10/18,58.69
TWLO,7/11/18,58.73
TWLO,7/12/18,61.4
TWLO,7/13/18,61.14
TWLO,7/16/18,61.14
TWLO,7/17/18,65
TWLO,7/18/18,63.96
TWLO,7/19/18,62.88
TWLO,7/20/18,62.66
TWLO,7/23/18,63.91
TWLO,7/24/18,62.06
TWLO,7/25/18,64.14
TWLO,7/26/18,64.03
TWLO,7/27/18,60.71
TWLO,7/30/18,58
TWLO,7/31/18,57.89
TWLO,8/1/18,59.3
TWLO,8/2/18,62.25
TWLO,8/3/18,62
TWLO,8/6/18,63.27
TWLO,8/7/18,75.1
TWLO,8/8/18,73.87
TWLO,8/9/18,77.92
TWLO,8/10/18,77.49
TWLO,8/13/18,74.17
TWLO,8/14/18,76.75
TWLO,8/15/18,74.63
TWLO,8/16/18,75.7
TWLO,8/17/18,77.49
TWLO,8/20/18,78.05
TWLO,8/21/18,75.79
TWLO,8/22/18,76.44
TWLO,8/23/18,80.55
TWLO,8/24/18,81.16
TWLO,8/27/18,80.31
TWLO,8/28/18,80.22
TWLO,8/29/18,80.99
TWLO,8/30/18,79.99
TWLO,8/31/18,80.66
TWLO,9/4/18,87.11
TWLO,9/5/18,81.71
TWLO,9/6/18,80.5
TWLO,9/7/18,82.32
TWLO,9/10/18,84.31
TWLO,9/11/18,85.29
TWLO,9/12/18,85.01
TWLO,9/13/18,85.31
TWLO,9/14/18,87.28
TWLO,9/17/18,84.41
TWLO,9/18/18,85.38
TWLO,9/19/18,82.87
TWLO,9/20/18,84.83
TWLO,9/21/18,83.73
TWLO,9/24/18,83.36
TWLO,9/25/18,87.7
TWLO,9/26/18,84.79
TWLO,9/27/18,85.72
TWLO,9/28/18,86.28
TWLO,10/1/18,83.75
TWLO,10/2/18,79.57
TWLO,10/3/18,80.9
TWLO,10/4/18,78.09
TWLO,10/5/18,76.62
TWLO,10/8/18,74.09
TWLO,10/9/18,74.33
TWLO,10/10/18,68.02
TWLO,10/11/18,69.29
TWLO,10/12/18,75
TWLO,10/15/18,76.13
TWLO,10/16/18,75.92
TWLO,10/17/18,74.01
TWLO,10/18/18,71.73
TWLO,10/19/18,66.41
TWLO,10/22/18,69.23
TWLO,10/23/18,69.68
TWLO,10/24/18,63.98
TWLO,10/25/18,67.35
TWLO,10/26/18,65.85
TWLO,10/29/18,65.98
TWLO,10/30/18,69.84
TWLO,10/31/18,75.22
TWLO,11/1/18,76.63
TWLO,11/2/18,74.32
TWLO,11/5/18,71.77
TWLO,11/6/18,71.02
TWLO,11/7/18,96.19
TWLO,11/8/18,91.95
TWLO,11/9/18,92.23
TWLO,11/12/18,83.34
TWLO,11/13/18,85.1
TWLO,11/14/18,83.96
TWLO,11/15/18,89.78
TWLO,11/16/18,89.17
TWLO,11/19/18,76.9
TWLO,11/20/18,75.89
TWLO,11/21/18,76.96
TWLO,11/23/18,80.62
TWLO,11/26/18,87.41
TWLO,11/27/18,86.52
TWLO,11/28/18,91.81
TWLO,11/29/18,92.48
TWLO,11/30/18,94.49
TWLO,12/3/18,95.62
TWLO,12/4/18,89.7
TWLO,12/6/18,96.19
TWLO,12/7/18,89.33
TWLO,12/10/18,91.84
TWLO,12/11/18,92.72
TWLO,12/12/18,96.67
TWLO,12/13/18,95.97
TWLO,12/14/18,91.62
TWLO,12/17/18,87.45
TWLO,12/18/18,85.29
TWLO,12/19/18,85.7
TWLO,12/20/18,80.48
TWLO,12/21/18,76.15
TWLO,12/24/18,75.59
TWLO,12/26/18,85.39
TWLO,12/27/18,87.38
TWLO,12/28/18,86.02
TWLO,12/31/18,89.3
TWLO,1/2/19,86.97
TWLO,1/3/19,81.25
TWLO,1/4/19,88.55
TWLO,1/7/19,96.98
TWLO,1/8/19,97.6
TWLO,1/9/19,96.41
TWLO,1/10/19,96.2
TWLO,1/11/19,96.83
TWLO,1/14/19,97.76
TWLO,1/15/19,100.45
TWLO,1/16/19,99.97
TWLO,1/17/19,102.11
TWLO,1/18/19,105.32
TWLO,1/22/19,99.52
TWLO,1/23/19,100.4
TWLO,1/24/19,101.55
TWLO,1/25/19,104.18
TWLO,1/28/19,102.16
TWLO,1/29/19,99.3
TWLO,1/30/19,103.82
TWLO,1/31/19,111.32
TWLO,2/1/19,112.88
TWLO,2/4/19,113.38
TWLO,2/5/19,113.89
TWLO,2/6/19,113.34
TWLO,2/7/19,110.12
TWLO,2/8/19,114.78
TWLO,2/11/19,115.75
TWLO,2/12/19,115.29
TWLO,2/13/19,106.87
TWLO,2/14/19,107.27
TWLO,2/15/19,106.85
TWLO,2/19/19,112.57
TWLO,2/20/19,116.3
TWLO,2/21/19,113.16
TWLO,2/22/19,116.55
TWLO,2/25/19,118.27
TWLO,2/26/19,116.92
TWLO,2/27/19,119.46
TWLO,2/28/19,121.69
TWLO,3/1/19,123.53
TWLO,3/4/19,116.1
TWLO,3/5/19,115.18
TWLO,3/6/19,114.63
TWLO,3/7/19,115.5
TWLO,3/8/19,116.8
